title,content,date
Build-up : Le fabricant de produits capillaires Generik acquiert HBRS,"Détenue majoritairement par Momentum Invest, Generik (14 M€ de CA en 2023, Île-de-France / FRA), marque professionnelle de soins capillaires qui propose une gamme de produits capillaires abordables, notamment des colorations, des permanentes, des défrisants, des produits de coiffage, des shampoings et des traitements, a acquis son distributeur en Belgique, HBRS (Région Flamande / BEL). Cette acquisition s'inscrit dans la stratégie de développement international de Generik, lui permettant d'ajouter plusieurs salons de coiffure belges à sa clientèle (Momentum Invest, communiqué de presse)",30/10/2024
Financement : CAPZA et CVC soutiennent l’acquisition d'ILERNA par Jacobs Holding,"CAPZA et CVC Crédit ont fourni une dette unitranche pour soutenir l’acquisition récemment annoncée d'ILERNA par Jacobs Holding. ILERNA (Catalogne / ESP), société e-learning qui fournit des cours en ligne ainsi que des formations professionnelles à distance et présentielles, devrait bénéficier de l'investissement de Jacobs Holding et des contributions financières de CVC et CAPZA pour élargir ses programmes éducatifs, promouvoir des outils technologiques avancés et étendre sa présence géographique (CAPZA, communiqué de presse)",30/10/2024
Cession : Le fabricant de portes de placard Optimum passe entre les mains de Cyril Jollivet,"L'entrepreneur Cyril Jollivet acquiert Optimum (51,5 M€ de CA en 2022, Nouvelle-Aquitaine / FRA), société spécialisée dans la fabrication et la vente de portes de placards coulissantes. Cette acquisition résulte de la prise de contrôle d'Optineo, la société mère d'Optimum, par Cyril Jollivet. Avant cette opération, Optimum a été soutenu par iXO Private Equity, Eurazeo, IRDI Capital Investissement, ainsi que par des membres de son équipe de direction. L'équipe de direction actuelle, dirigée par Jean-Luc Guery, restera en place pour assurer la continuité. Il convient de noter que Optineo (Occitanie / FRA), holding axée sur le marché de niche des portes de placard, a bénéficié du soutien d'IRDI Capital Investissement, qui a signé sa sortie (Arcéane, communiqué de presse)",30/10/2024
Acquisition : La société de traitement des déchets alimentaires Hubcycle lève 15 M€,"Hubcycle (5 M€ de CA en 2023, Provence-Alpes-Côte d'Azur / FRA), entreprise spécialisée dans la transformation de déchets agricoles en ingrédients cosmétiques et alimentaires, lève 15 M€ dans le cadre d'un tour de table de Série A réalisé auprès des nouveaux investisseurs ETF Partners, RAISE et Techmind ainsi qu'auprès des investisseurs historiques Daphni, Citizen Capital, Swen Capital Partners et Bleu Capital. Avec ce financement, la société prévoit d'accélérer son expansion internationale en visant notamment les marchés d'Amérique du Nord, d'Amérique du Sud, du Moyen-Orient et de l'Asie (presse)",29/10/2024
Acquisition : CAPZA succède à Parquest dans le capital de l'éditeur de logiciels JVS,"Parquest Capital annonce avoir cédé à CAPZA (CAPZA 5 Flex Equity) sa participation minoritaire dans Groupe JVS (36 M€ de CA en 2023, Grand Est / FRA), éditeur de logiciels et de solutions IT destinés à faciliter la transition des usages numériques au sein des collectivités. Bpifrance, investisseur minoritaire de JVS depuis 2020, renouvelle son partenariat avec la société à travers une nouvelle injection de 6 M€. Soutenu par CAPZA et Bpifrance, JVS vise à promouvoir sa croissance organique et à accroître ses capacités d'innovation technologique (Parquest Capital, communiqué de presse)",29/10/2024
Autre : Sagard acquiert l’éditeur de logiciels SaaS FuturMaster,"Sagard annonce l’acquisition d'une participation majoritaire dans FuturMaster (Île-de-France / FRA), société qui propose des solutions logicielles de planification de production et d’approvisionnement aux entreprises du secteur du commerce. L'équipe de direction et l'investisseur existant Cathay Capital réinvestissent à l'occasion de cette opération. Sous la direction du nouveau directeur général, Yacine Zeroual, et avec le soutien de ses investisseurs, la société compte accélérer son expansion internationale (Sagard, communiqué de presse)",29/10/2024
Cession : CAPZA succède à Parquest dans le capital de l'éditeur de logiciels JVS,"Parquest Capital annonce avoir cédé à CAPZA (CAPZA 5 Flex Equity) sa participation minoritaire dans Groupe JVS (36 M€ de CA en 2023, Grand Est / FRA), éditeur de logiciels et de solutions IT destinés à faciliter la transition des usages numériques au sein des collectivités. Bpifrance, investisseur minoritaire de JVS depuis 2020, renouvelle son partenariat avec la société à travers une nouvelle injection de 6 M€. Soutenu par CAPZA et Bpifrance, JVS vise à promouvoir sa croissance organique et à accroître ses capacités d'innovation technologique (Parquest Capital, communiqué de presse)",29/10/2024
Acquisition : Sagard acquiert l’éditeur de logiciels SaaS FuturMaster,"Sagard annonce l’acquisition d'une participation majoritaire dans FuturMaster (Île-de-France / FRA), société qui propose des solutions logicielles de planification de production et d’approvisionnement aux entreprises du secteur du commerce. L'équipe de direction et l'investisseur existant Cathay Capital réinvestissent à l'occasion de cette opération. Sous la direction du nouveau directeur général, Yacine Zeroual, et avec le soutien de ses investisseurs, la société compte accélérer son expansion internationale (Sagard, communiqué de presse)",29/10/2024
Financement : Indigo Capital soutient en mezzanine le distributeur d’équipements médicaux Univers Santé,"À travers son fonds Indigo Capital III, Indigo Capital fournit une dette mezzanine à Groupe Univers Santé (DB Consulting) (c. 15 M€ de CA en 2023, Provence-Alpes-Côte d'Azur / FRA), distributeur d’équipements médicaux aux pharmacies et aux professionnels de la santé. Dans le cadre de cette opération sponsorless, la famille fondatrice d'Univers Santé a réorganisé l'actionnariat entre ses membres, tout en restant la seule propriétaire du capital de l'entreprise. L'opération a également été financée par une dette senior apportée par LCL, Crédit Agricole Alsace Vosges, BNP Paribas et Banque Européenne du Crédit Mutuel (presse)",29/10/2024
Autre : La société de traitement des déchets alimentaires Hubcycle lève 15 M€,"Hubcycle (5 M€ de CA en 2023, Provence-Alpes-Côte d'Azur / FRA), entreprise spécialisée dans la transformation de déchets agricoles en ingrédients cosmétiques et alimentaires, lève 15 M€ dans le cadre d'un tour de table de Série A réalisé auprès des nouveaux investisseurs ETF Partners, RAISE et Techmind ainsi qu'auprès des investisseurs historiques Daphni, Citizen Capital, Swen Capital Partners et Bleu Capital. Avec ce financement, la société prévoit d'accélérer son expansion internationale en visant notamment les marchés d'Amérique du Nord, d'Amérique du Sud, du Moyen-Orient et de l'Asie (presse)",29/10/2024
Acquisition : Hivest Capital Partners acquiert le fabricant d'emballages ménagers Groupe SPHERE,"Hivest Capital Partners annonce l’acquisition de Groupe SPHERE (798 M€ de CA en 2023, Île-de-France / FRA), société qui produit et commercialise une large gamme d'emballages ménagers qu'elle destine à trois marchés, à savoir la grande distribution, les professionnels et les collectivités locales. Cette acquisition permet à la société de renforcer sa place de leader en Europe dans le domaine des emballages ménagers durables. Hivest souhaite faciliter la croissance de SPHERE par des investissements orientés vers l'innovation durable et l'expansion géographique, avec des projets d'acquisitions supplémentaires pour consolider la position de l'entreprise sur le marché. Dans le cadre de la transaction, le fondateur John Persenda cède le contrôle de l'entreprise mais reste actionnaire minoritaire. Pour rappel, la société est également présente dans le portefeuille d'Unexo (Hivest Capital Partners, communiqué de presse)",28/10/2024
Build-up : Le fournisseur de services aux petites entreprises In Extenso met la main sur Fidexpert,"Soutenu en minoritaire par Crédit Agricole Régions Investissement (Carvest), In Extenso (c. 540 M€ de CA en 2023, Auvergne-Rhône-Alpes / FRA), cabinet de conseil qui propose des services de comptabilité, juridiques et administratifs pour les entreprises, les organisations, les commerçants et les artisans, a acquis Fidexpert (Région Lémanique / CHE), société fiduciaire qui propose des services tels que l'audit, la gestion comptable, la fiscalité et le développement logiciel, principalement pour les petites et moyennes entreprises. Fidexpert bénéficiera de l'expertise d'In Extenso pour répondre aux tendances du marché et renforcer son offre de services, tout en poursuivant son développement à l'international (presse)",28/10/2024
Build-up : Bureau Veritas acquiert le spécialiste de la planification de la durabilité des entreprises Aligned Incentives,"Soutenue minoritairement par Bpifrance et Wendel, Bureau Veritas (5,8 Mds€ de CA en 2023, Île-de-France / FRA), société spécialisée dans l'évaluation de conformité et de certification appliquée aux domaines de la qualité, de la santé, de l'environnement et de la responsabilité sociale (QHSE), acquiert Aligned Incentives (Wisconsin / USA), fournisseur de solutions de planification de la durabilité pour les grandes entreprises avec sa plateforme principale, AITrack, qui permet d’évaluer précisément les chaînes d'approvisionnement et d'établir des stratégies pour atteindre des objectifs de durabilité comme le Net Zéro. Cette acquisition stratégique renforcera la capacité de Bureau Veritas à fournir des analyses de cycle de vie (ACV) et des données ESG détaillées pour ses clients, notamment pour réduire les émissions de gaz à effet de serre de type Scope 3 (Wendel, communiqué de presse)",28/10/2024
Build-up : H.A.C. Pharma acquiert le médicament TROPHICREME auprès de Sanofi,"H.A.C. Pharma (35 M€ de CA en 2023, Normandie / FRA), laboratoire pharmaceutique spécialisé dans la fourniture de médicaments aux hôpitaux et aux cliniques, proposant une gamme de produits axés sur les domaines thérapeutiques tels que l’anesthésie, la réanimation et les soins intensifs, est désormais propriétaire de TROPHICREME, médicament à base d’oestrogènes dédié aux femmes ménopausées. Il s’agit de la première acquisition réalisée par H.A.C. depuis l’investissement de Turenne Santé et BNP Paribas Développement, réalisé en 2022. TROPHICREME est un produit distribué auparavant par Sanofi (43,07 Mds€ de CA en 2023, Île-de-France / FRA), société spécialisée dans le développement de médicaments, de vaccins et de traitements, laquelle est soutenue minoritairement par Blackstone (Turenne Capital, communiqué de presse)",28/10/2024
Build-up : Bureau Veritas acquiert le pionnier de la planification de la durabilité des entreprises Aligned Incentives,"Soutenue minoritairement par Bpifrance et Wendel, Bureau Veritas (5,8 Mds€ de CA en 2023, Île-de-France / FRA), société spécialisée dans l'évaluation de conformité et de certification appliquée aux domaines de la qualité, de la santé, de l'environnement et de la responsabilité sociale (QHSE), acquiert Aligned Incentives (Wisconsin / USA), fournisseur de solutions de planification de la durabilité pour les grandes entreprises avec sa plateforme principale, AITrack, qui permet d’évaluer précisément les chaînes d'approvisionnement et d'établir des stratégies pour atteindre des objectifs de durabilité comme le Net Zéro. Cette acquisition stratégique renforcera la capacité de Bureau Veritas à fournir des analyses de cycle de vie (ACV) et des données ESG détaillées pour ses clients, notamment pour réduire les émissions de gaz à effet de serre de type Scope 3 (Wendel, communiqué de presse)",28/10/2024
Build-up : La société de formation Corndel rejoint Galileo Global Education,"Corndel (37,4 M£ de CA en 2023, Londres / ENG), fournisseur de formations et de programmes d'apprentissage en analyse de données et en gestion, quitte le giron de THI Investments, son actionnaire majoritaire depuis 2020. La société a rejoint Galileo Global Education (Île-de-France / FRA), groupe d'enseignement supérieur dans les domaines des arts et création, du design, de la communication et du management. Corndel s'associe à Galileo pour aider davantage son équipe à développer des compétences professionnelles et numériques. Galileo est présent au portefeuille de Montagu Private Equity, CIC Private Debt, Bpifrance et Canada Pensions Plan Investment Board (Corndel, communiqué de presse)",28/10/2024
Autre : Hivest Capital Partners acquiert le fabricant d'emballages ménagers Groupe SPHERE,"Hivest Capital Partners annonce l’acquisition de Groupe SPHERE (798 M€ de CA en 2023, Île-de-France / FRA), société qui produit et commercialise une large gamme d'emballages ménagers qu'elle destine à trois marchés, à savoir la grande distribution, les professionnels et les collectivités locales. Cette acquisition permet à la société de renforcer sa place de leader en Europe dans le domaine des emballages ménagers durables. Hivest souhaite faciliter la croissance de SPHERE par des investissements orientés vers l'innovation durable et l'expansion géographique, avec des projets d'acquisitions supplémentaires pour consolider la position de l'entreprise sur le marché. Dans le cadre de la transaction, le fondateur John Persenda cède le contrôle de l'entreprise mais reste actionnaire minoritaire. Pour rappel, la société est également présente dans le portefeuille d'Unexo (Hivest Capital Partners, communiqué de presse)",28/10/2024
Acquisition : Siparex investit dans Groupe ELBA ORA qui se rebaptise Groupe ORA,"Siparex, via Siparex Midcap 4, investit dans Groupe ELBA ORA (Île-de-France / FRA), entreprise spécialisée dans l'agencement de magasins pour le secteur du retail et du luxe qui propose des services allant de la conception jusqu’à la réalisation, intégrant des solutions durables pour transformer le commerce de détail. Ce partenariat permettra à Groupe ELBA ORA, qui se rebaptise pour l'occasion Groupe ORA, de bénéficier de nouvelles ressources financières et de l’accompagnement stratégique de Siparex pour soutenir sa croissance en France et à l'international. Les fondateurs conservent une part significative de l'entreprise, tandis que les investisseurs existants Audax Private Equity et Bpifrance renouvellent leur soutien (Siparex, communiqué de presse)",28/10/2024
Acquisition : Crédit Mutuel Equity soutient AccesBTP dans l’acquisition de Sol Structure pour former le groupe AccesSOL,"AccesBTP (Île-de-France / FRA), société qui propose des services de stabilisation des sols pour les fondations et les planchers, en utilisant des techniques d'injection de résine et de micropieux, a acquis Sol Structure (Occitanie  / FRA), entreprise qui fournit des services de pose de micropieux, d'injection de résine et des études géotechniques, avec des solutions pour la consolidation des sols. Avec le soutien minoritaire de Crédit Mutuel Equity, cette opération donne naissance au nouveau groupe AccesSOL (c. 80 M€ de CA en 2024, Île-de-France / FRA), société spécialisée dans la consolidation des sols, offrant des solutions clés en main pour la reprise en sous-oeuvre, incluant l'injection de résine expansive, la pose de micropieux et les études géotechniques, principalement pour les bâtiments affectés par le retrait-gonflement des argiles (RGA). Ce rapprochement renforcera l’expertise de la société combinée pour répondre aux enjeux croissants de ce phénomène qui touche de nombreuses habitations en France (presse)",28/10/2024
"Build-up : Vertbaudet acquiert le site de distribution d'articles pour enfants, Tausendkind","Détenue majoritairement par Equistone Partners Europe et soutenue en mezzanine par Indigo Capital, Vertbaudet (c. 360 M€ de CA en 2023, Hauts-de-France / FRA), enseigne de distribution en ligne de vêtements pour enfants, pour bébés et pour femmes enceintes, acquiert Tausendkind (Berlin / DEU), plateforme de vente en ligne qui propose une large gamme d'articles pour enfants, y compris des vêtements et des chaussures, des jouets, des meubles, des livres et des cadeaux. Cette acquisition s'inscrit dans la stratégie de Vertbaudet pour étendre son réseau commercial en Europe, en partant de l'Allemagne (presse)",28/10/2024
Autre : La société biothérapique AgomAb lève 89 M$,"AgomAb Therapeutics (Région Flamande / FRA), société biothérapique qui propose des solutions pour la régénération des tissus endommagés pour le traitement de différentes maladies via l’étude des anticorps agonistes, lève 89 M$ auprès des nouveaux investisseurs Sanofi et Invus, ainsi que de ses investisseurs existants. Le montant levé sera consacré à l'avancement du développement clinique en cours du médicament inhibiteur oral AGMB-129, destiné à traiter la maladie de Crohn fibrostatique. Les investisseurs existants de AgomAb Therapeutics incluent V-Bio Ventures, Andera Partners, EQT Partners, Canaan Partners, Asabys Partners et Omnes Capital (Andera Partners, communiqué de presse)",25/10/2024
Build-up : Antico Forno della Romagna acquiert le spécialiste des produits de boulangerie Grano Vivo,"Soutenue en minoritaire par Unigrains et en mezzanine par Indigo Capital, Antico Forno della Romagna (18 M€ de CA en 2021, Émilie-Romagne / ITA), société qui produit du pain, des sandwichs, des pizzas, des focaccias, des pâtisseries et d'autres produits de boulangerie surgelés à destination de la grande distribution, acquiert 100 % du capital de Grano Vivo (c. 3,54 M€ de CA en 2023, Toscane / ITA), acteur de référence dans les produits de boulangerie surgelés et de longue conservation. Cette union donnera aux deux entreprises un avantage en matière de croissance et de compétitivité sur le marché italien (presse)",25/10/2024
Cession : La société d’usinage mécanique Visco réorganise son capital,"Latour Capital prend le relais de Tikehau Capital en tant que nouvel actionnaire majoritaire chez Visco (Centre-Val de Loire / FRA), entreprise d’usinage mécanique spécialisée dans la conception et la fabrication de pièces et de sous-ensembles complexes pour les secteurs de la défense, de l’aéronautique, du spatial, de l’armement et de l’énergie. Crédit Agricole Régions Investissement (Carvest), actionnaire minoritaire de Visco depuis 2022, signe également sa sortie. L'ambition de l'équipe dirigeante de Visco au cours des prochaines années sera de développer l'entreprise, notamment par une politique dynamique de croissance externe, en s'appuyant sur l'expertise et le réseau de Latour Capital (Tikehau Capital, communiqué de presse)",25/10/2024
Build-up : Nomios acquiert la société de cybersécurité Dionach,"Détenu par Keensight Capital, Nomios (400 M€ de CA en 2022, Hollande-Méridionale / NLD), fournisseur de services d'intégration, de sécurité et de maintenance de réseaux de nouvelle génération aux opérateurs et fournisseurs de services réseau, acquiert Dionach (Sud-Est / ENG), entreprise internationale spécialisée dans la cybersécurité, offrant des services de tests d'intrusion, d'audit de conformité, et de réponse aux incidents pour renforcer la protection des données et la conformité réglementaire des entreprises. Cette acquisition permet à Nomios d’élargir ses services, lui permettant de proposer une offre complète en cybersécurité (Keensight Capital, communiquée de presse)",25/10/2024
Acquisition : La société d’usinage mécanique Visco réorganise son capital,"Latour Capital prend le relais de Tikehau Capital en tant que nouvel actionnaire majoritaire chez Visco (Centre-Val de Loire / FRA), entreprise d’usinage mécanique spécialisée dans la conception et la fabrication de pièces et de sous-ensembles complexes pour les secteurs de la défense, de l’aéronautique, du spatial, de l’armement et de l’énergie. Crédit Agricole Régions Investissement (Carvest), actionnaire minoritaire de Visco depuis 2022, signe également sa sortie. L'ambition de l'équipe dirigeante de Visco au cours des prochaines années sera de développer l'entreprise, notamment par une politique dynamique de croissance externe, en s'appuyant sur l'expertise et le réseau de Latour Capital (Tikehau Capital, communiqué de presse)",25/10/2024
Build-up : Apave acquiert l’entreprise spécialisée dans les essais non destructifs IRISNDT,"Soutenue par PAI Partners, Apave  (1,2 Md€ de CA en 2023, Île-de-France / FRA), société qui propose aux entreprises différentes prestations de services pour les aider à améliorer la sécurité et la performance de leurs équipements, unités de production, bâtiments et environnements mais qui les aide également dans la certification et la mise en conformité de leurs installations, annonce l’acquisition d’IRISNDT (Alberta / CAN), société qui fournit des tests non destructifs (END), des inspections, de l'ingénierie, des traitements thermiques, des travaux d'accès sur corde et des solutions logicielles spécialisées aux marchés du raffinage, de la pétrochimie, de la chimie, de la production d'électricité, des pipelines et de l'industrie. Cette acquisition permet à Apave de renforcer sa présence sur le marché nord-américain, élargissant ainsi son offre de services dans le domaine de l'inspection et de la certification. En outre, Apave compte tirer parti de l'expertise d’IRISNDT pour développer des solutions innovantes, tout en répondant aux besoins croissants de ses clients. Pour rappel, IRISNDT a été soutenue majoritairement par First Reserve depuis 2019 (Apave, communiqué de presse)",24/10/2024
"Build-up : Assist Digital acquiert le spécialiste des services CRM, marketing et commerciaux Satel","Détenue par Ardian, Assist Digital (c. 200 M€ de CA en 2023, Lombardie / ITA), société qui développe et gère des solutions numériques qui soutiennent la transformation digitale des entreprises, acquiert l'intégralité du capital de Satel (c. 15 M€ de CA en 2023, Auvergne-Rhône-Alpes / FRA), société proposant des services omnicanaux de gestion des relations clients, ainsi que des services de marketing numérique et de gestion des ventes. Satel sera intégrée à Assist Digital France, et fonctionnera sous la marque Assist Digital. Elle bénéficiera d'un appui professionnel et organisationnel solide de la part du groupe (presse)",24/10/2024
Build-up : Parkview Dental Partners acquiert le cabinet dentaire Breezy Dental,"Soutenue par Cathay Capital, Parkview Dental Partners (Floride / USA), société qui gère des cabinets dentaires fournissant des services de dentisterie générale et spécialisés, acquiert Breezy Dental (Arizona / USA), cabinet dentaire offrant des soins dentaires généraux et cosmétiques qui propose des traitements allant des soins familiaux et d'urgence à des services spécialisés comme le blanchiment des dents, les implants dentaires et l'alignement Invisalign. Cette acquisition renforcera la présence de Parkview sur la côte du Golfe des États-Unis et permettra à Breezy Dental de bénéficier de services de soutien étendus, comme la gestion des finances, le marketing et les ressources humaines (Cathay Capital, communiqué de presse)",24/10/2024
Cession : Le fournisseur de jeux vidéo en streaming Gamestream cède ses actifs à Netgem,"Présente dans le portefeuille de Audacia, Gamestream (Île-de-France / FRA), société qui propose des solutions de jeux vidéo en streaming permettant de jouer directement à la télévision, sur smartphones, sur PC et sur tablettes, cède ses activités Cloud Gaming à Netgem (35,6 M€ de CA en 2023, Île-de-France / FRA), plateforme de divertissement numérique et de jeux vidéo. L'acquisition inclut également tous les actifs de Gamestream, y compris les contrats avec les clients, contrats avec les éditeurs de jeux vidéo, la technologie et les marques (presse)",24/10/2024
Build-up : La société de maintenance aéronautique Sunaero réalise une double acquisition,"Soutenu en minoritaire par Elais Orium depuis 2016, Sunaero (c. 8 M€ de CA en 2023, Auvergne-Rhône-Alpes / FRA), spécialiste des technologies et services de réparation à destination de l'aéronautique civile et militaire, élargit son offre de services avec l’acquisition de la société de maintenance aéronautique RJ Aero (Région Auvergne-Rhône-Alpes / FRA) et sa filiale Japa Aero Design (Région Auvergne-Rhône-Alpes / FRA). RJ Aero et Japa Aero Design apporteront leur expertise technique et leur savoir-faire spécifiques, permettant à Sunaero de générer de nouvelles synergies et d'offrir à ses clients internationaux une assistance et des capacités opérationnelles accrues (Sunaero, communiqué de presse)",24/10/2024
Acquisition : Argos Wityu cède le spécialiste de la sécurité et de la sûreté sur le lieu de travail Fulgard à Seven2,"Argos Wityu annonce la vente de Fulgard (113 M€ de CA en 2023, Vénétie / ITA), société qui fournit des produits et services liés à la prévention des incendies, la protection des machines, la sécurité des actifs, ainsi que la sécurité des personnes sur le lieu de travail. La société a été reprise par Seven2 qui prévoit de renforcer la présence de Fulgard en Italie, d'accélérer sa croissance et de l'aider à poursuivre sa stratégie d'acquisitions (Seven2, communiqué de presse)",23/10/2024
Build-up : Exosens acquiert le fabricant d'équipements de vision nocturne NVLS,"Soutenue par le Groupe HLD, Exosens (319 M€ de CA en 2023, Nouvelle-Aquitaine / FRA), entreprise spécialisée dans la fabrication et la commercialisation de composants optroniques pour la détection et l'intensification de faibles radiations de lumière (photodétection), annonce l’acquisition de Night Vision Laser Spain (NVLS) (Communauté de Madrid / ESP), entreprise spécialisée dans le développement de dispositifs de vision nocturne et thermique ultralégers et performants pour les forces terrestres, aériennes et amphibies. Cet accord permet à Exosens d'élargir son expertise en optique et mécanique et d'étendre sa présence sur les marchés espagnol, latino-américain et asiatique. NVLS continuera à développer des dispositifs de vision nocturne en s'appuyant sur les technologies d'Exosens pour renforcer les performances des forces armées (Exosens, communiqué de presse)",23/10/2024
Acquisition : Le fabricant d’articles de conditionnement Coverpla réorganise son capital,"Coverpla (25 M€ de CA en 2023, Provence-Alpes-Côte d'Azur / FRA), entreprise spécialisée dans la création, la fabrication et la distribution d'articles de conditionnement (flacons verre et plastique, capots, pompes et caches pompes), à destination de la parfumerie et de la cosmétique, accueille les nouveaux investisseurs GENEO Capital Entrepreneur et MACSF à son capital. Les investisseurs historiques Société Générale Capital Partenaires, BNP Paribas Développement et Bpifrance renouvellent également leur soutien. L'objectif de cette opération est de fournir à Coverpla les moyens d'accélérer ses innovations et son internationalisation (Bpifrance, communiqué de presse)",23/10/2024
Autre : Le fabricant d’articles de conditionnement Coverpla réorganise son capital,"Coverpla (25 M€ de CA en 2023, Provence-Alpes-Côte d'Azur / FRA), entreprise spécialisée dans la création, la fabrication et la distribution d'articles de conditionnement (flacons verre et plastique, capots, pompes et caches pompes), à destination de la parfumerie et de la cosmétique, accueille les nouveaux investisseurs GENEO Capital Entrepreneur et MACSF à son capital. Les investisseurs historiques Société Générale Capital Partenaires, BNP Paribas Développement et Bpifrance renouvellent également leur soutien. L'objectif de cette opération est de fournir à Coverpla les moyens d'accélérer ses innovations et son internationalisation (Bpifrance, communiqué de presse)",23/10/2024
Cession :  Argos Wityu cède le spécialiste de la sécurité et de la sûreté sur le lieu de travail Fulgard à Seven2,"Argos Wityu annonce la vente de Fulgard (113 M€ de CA en 2023, Vénétie / ITA), société qui fournit des produits et services liés à la prévention des incendies, la protection des machines, la sécurité des actifs, ainsi que la sécurité des personnes sur le lieu de travail. La société a été reprise par Seven2 qui prévoit de renforcer la présence de Fulgard en Italie, d'accélérer sa croissance et de l'aider à poursuivre sa stratégie d'acquisitions (Seven2, communiqué de presse)",23/10/2024
Build-up : Globex s’offre la société de services de transport Logic Transport,"Soutenu en minoritaire par Amethis, Globex (MAR), groupe détenteur d'une licence FedEX spécialisé dans la livraison de colis express, le fret, les solutions de transit et le stockage qui opère principalement au Maroc et en Afrique subsaharienne, acquiert Logic Transport (MAR), société de services de transport routier. Amethis a contribué de manière significative au financement de cette acquisition stratégique, qui représente une étape clé pour Globex, marquant son expansion dans le secteur du transport routier et de l'expédition de marchandises (Amethis, communiqué de presse)",22/10/2024
Build-up : L'éditeur de logiciels pour le secteur du recyclage Caktus rejoint Simpliciti,"Détenue majoritairement par IdiCo, Simpliciti (25 M€ de CA en 2023, Provence-Alpes-Côte d'Azur / FRA), société qui développe des solutions logicielles innovantes et évolutives pour les secteurs de la mobilité, du transport et de l'environnement, acquiert Caktus (Île-de-France / FRA), société qui développe et commercialise le logiciel Nessy, destiné à optimiser la gestion des activités des professionnels du recyclage. Cette acquisition renforce l'offre environnementale de Simpliciti en ajoutant des solutions dédiées aux acteurs du recyclage (Simpliciti, communiqué de presse)",22/10/2024
Acquisition : Groupe IDI investit dans le fabricant de systèmes de détection de fuites liquides TTK,"Groupe IDI annonce l'acquisition d'une participation minoritaire dans TTK (Île-de-France / FRA), entreprise spécialisée dans la conception et la fabrication de systèmes de détection de fuites liquides, qui propose une large gamme de solutions adaptées à divers secteurs tels que les centres de données, les salles informatiques, l'industrie pharmaceutique, et les infrastructures pétrolières. Avec le soutien financier et stratégique de IDI, TTK compte poursuivre son développement technologique et renforcer sa stratégie commerciale dans des zones géographiques à fort potentiel (Groupe IDI, communiqué de presse)",22/10/2024
Acquisition : Connect Pro et Turenne Capital investissent dans l'école d'enseignement supérieur ISCAE Éducation,"Connect Pro et Turenne Capital, par le biais de leurs fonds respectifs Sud Rebond III et SLP Sélection & Opportunités (evergreen), acquièrent une participation minoritaire dans ISCAE Éducation (4 M€ de CA en 2023, Provence-Alpes-Côte d'Azur / FRA), école qui propose des formations supérieures dans les domaines du commerce, de la communication et de l'immobilier, avec des programmes de BTS, de Bachelor et de Cycle Master Pro. Cette acquisition, qui valorise l'école entre 5 M€ et 10 M€, s'inscrit dans le cadre d'un projet d'expansion d'ISCAE, visant à diversifier géographiquement ses activités et à ouvrir de nouveaux campus (presse)",21/10/2024
Acquisition : Entrepreneur Invest investit dans le distributeur de dispositifs médicaux Omnes Médical,"Entrepreneur Invest investit en minoritaire dans Omnes Médical (Île-de-France / FRA), société de distribution de dispositifs médicaux par l'intermédiaire d'un réseau d'entreprises. Ce partenariat avec Entrepreneur Invest et un groupe de business angels a permis à Omnes Médical de réaliser trois acquisitions , à savoir Matecir Defibril (7 M€ de CA en 2023, Provence-Alpes-Côte d'Azur / FRA), distributeur indépendant de défibrillateurs et fournisseur de services connexes ; Meditest (Île-de-France / FRA), fournisseur d'équipements de contrôle qualité des plateaux techniques d’imagerie médicale, de médecine nucléaire, de radiothérapie et de recherche ; et Fyzéa (Pays de la Loire / FRA), boutique en ligne qui propose et distribue des équipements et produits pour la kinésithérapie (Acticam, communiqué de presse)",21/10/2024
Levée de fonds : Siparex clôture son fonds Siparex Midcap 4 à 320 M€,"Siparex annonce avoir clôturé avec succès son fonds Siparex Midcap 4 avec des engagements totaux de 320 M€, dépassant son hard cap de 300 M€. Injectant des tickets d'investissement pouvant aller jusqu'à 30 M€, la stratégie du fonds sera d'investir dans des PME de croissance en France et en Europe, opérant dans les secteurs de la rénovation énergétique, de la santé et du bien-être, de l'agroalimentaire et des services numériques et BtoB (Siparex, communiqué de presse)",21/10/2024
"Build-up : Constellation acquiert le cabinet de conseil en transition technologique, ILKI","Présente dans le portefeuille de 3i Group, Qualium Investissement et CAPZA, Constellation (198 M€ de CA en 2023, Île-de-France / FRA), société qui propose des conseils, des services de développement, d'intégration et d'infogérance informatiques, acquiert ILKI (2,6 M€ de CA en 2023, Île-de-France / FRA), cabinet de conseil qui accompagne les entreprises dans leurs transitions technologiques et l’innovation de leur système d'information. ILKI complétera les activités de STELR, filiale de Constellation spécialisée dans le conseil en informatique opérationnelle, destinée à soutenir les directeurs des systèmes d'information dans leur stratégie informatique (Constellation, communiqué de presse)",21/10/2024
Build-up : SUPERPROD acquiert le producteur de séries Watch Next Media,"Soutenu en minoritaire par Calcium Capital, SUPERPROD (65 M€ de CA en 2023, Île-de-France / FRA), groupe de production de contenu audiovisuel spécialisé dans l'animation et les séries télévisées, acquiert une participation majoritaire dans Watch Next Media (Île-de-France / FRA), société de production audiovisuelle active dans plusieurs genres de séries et d'animations pour enfants et familles. Cette acquisition s'aligne avec la stratégie de croissance de SUPERPROD (presse)",21/10/2024
